dataframe_index,original_url,generated_filename,download_status,error_message
6490,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90745-2.A-B_2.jpg&type=IMAGE,image_2726.jpg,Downloaded,
6491,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90745-3.A-B_1.jpg&type=IMAGE,image_2727.jpg,Downloaded,
6492,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90745-4.A-B_2.jpg&type=IMAGE,image_2728.jpg,Downloaded,
6493,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90745-5_2.jpg&type=IMAGE,image_2729.jpg,Downloaded,
6494,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90746-1.A-B_1.jpg&type=IMAGE,image_2730.jpg,Downloaded,
6495,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90746-2_1.jpg&type=IMAGE,image_2731.jpg,Downloaded,
6496,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90746-3.A-B_2.jpg&type=IMAGE,image_2732.jpg,Downloaded,
6497,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90747-A-B_2.jpg&type=IMAGE,image_2733.jpg,Downloaded,
6498,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90753-A-B_1.jpg&type=IMAGE,image_2734.jpg,Downloaded,
6499,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90759-A-C_1.jpg&type=IMAGE,image_2735.jpg,Downloaded,
6500,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90760-A-B_1.jpg&type=IMAGE,image_2736.jpg,Downloaded,
6501,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90761_1.jpg&type=IMAGE,image_2737.jpg,Downloaded,
6502,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90762-A-D_1.jpg&type=IMAGE,image_2738.jpg,Downloaded,
6503,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90764_1.jpg&type=IMAGE,image_2739.jpg,Downloaded,
6504,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90771-A-B_1.jpg&type=IMAGE,image_2740.jpg,Downloaded,
6505,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90779-1.A-B_1.jpg&type=IMAGE,image_2741.jpg,Downloaded,
6506,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90779-3.A-B_1.jpg&type=IMAGE,image_2742.jpg,Downloaded,
6507,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90779-4.A-B_1.jpg&type=IMAGE,image_2743.jpg,Downloaded,
6508,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90779-5.A-B_1.jpg&type=IMAGE,image_2744.jpg,Downloaded,
6509,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90779-6.A-B_1.jpg&type=IMAGE,image_2745.jpg,Downloaded,
6510,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90779-7.A-B_2.jpg&type=IMAGE,image_2746.jpg,Downloaded,
6511,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90779-8-9_2.jpg&type=IMAGE,image_2747.jpg,Downloaded,
6512,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90781-10_2.jpg&type=IMAGE,image_2748.jpg,Downloaded,
6513,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90781-11-13_1.jpg&type=IMAGE,image_2749.jpg,Downloaded,
6514,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90781-14-16_1.jpg&type=IMAGE,image_2750.jpg,Downloaded,
6515,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90781-1.A-B_2.jpg&type=IMAGE,image_2751.jpg,Downloaded,
6516,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90781-2.A-B_1.jpg&type=IMAGE,image_2752.jpg,Downloaded,
6517,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90781-3_2.jpg&type=IMAGE,image_2753.jpg,Downloaded,
6518,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90781-4_2.jpg&type=IMAGE,image_2754.jpg,Downloaded,
6519,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90781-5_2.jpg&type=IMAGE,image_2755.jpg,Downloaded,
6520,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90781-6_1.jpg&type=IMAGE,image_2756.jpg,Downloaded,
6521,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90781-7_1.jpg&type=IMAGE,image_2757.jpg,Downloaded,
6522,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90781-8_2.jpg&type=IMAGE,image_2758.jpg,Downloaded,
6523,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90781-9_2.jpg&type=IMAGE,image_2759.jpg,Downloaded,
6524,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90782-1.A-B_1.jpg&type=IMAGE,image_2760.jpg,Downloaded,
6525,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90782-2.A-B_1.jpg&type=IMAGE,image_2761.jpg,Downloaded,
6526,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90782-3.A-B_1.jpg&type=IMAGE,image_2762.jpg,Downloaded,
6527,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90782-4.A-B_1.jpg&type=IMAGE,image_2763.jpg,Downloaded,
6528,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90782-5.A-B_2.jpg&type=IMAGE,image_2764.jpg,Downloaded,
6529,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90782-6.A-B_2.jpg&type=IMAGE,image_2765.jpg,Downloaded,
6530,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90782-7.A-B_2.jpg&type=IMAGE,image_2766.jpg,Downloaded,
6531,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90782-8.A-B_2.jpg&type=IMAGE,image_2767.jpg,Downloaded,
6532,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90783-1.A-B_1.jpg&type=IMAGE,image_2768.jpg,Downloaded,
6533,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90783-2.A-B_1.jpg&type=IMAGE,image_2769.jpg,Downloaded,
6534,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90783-3.A-B_1.jpg&type=IMAGE,image_2770.jpg,Downloaded,
6535,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90783-4.A-B_1.jpg&type=IMAGE,image_2771.jpg,Downloaded,
6536,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90783-5.A-B_2.jpg&type=IMAGE,image_2772.jpg,Downloaded,
6537,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90783-6.A-B_1.jpg&type=IMAGE,image_2773.jpg,Downloaded,
6538,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90783-7.A-B_1.jpg&type=IMAGE,image_2774.jpg,Downloaded,
6539,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90783-8.A-B_1.jpg&type=IMAGE,image_2775.jpg,Downloaded,
6540,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90789-1.A-C_2.jpg&type=IMAGE,image_2776.jpg,Downloaded,
6541,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90789-2.A-C_1.jpg&type=IMAGE,image_2777.jpg,Downloaded,
6542,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90789-3.A-C_1.jpg&type=IMAGE,image_2778.jpg,Downloaded,
6543,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90790-A-B_1.jpg&type=IMAGE,image_2779.jpg,Downloaded,
6544,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90809-1.A-B_2.jpg&type=IMAGE,image_2780.jpg,Downloaded,
6545,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90809-3_2.jpg&type=IMAGE,image_2781.jpg,Downloaded,
6546,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90809-4.A-B_1.jpg&type=IMAGE,image_2782.jpg,Downloaded,
6547,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90809-5.A-B_1.jpg&type=IMAGE,image_2783.jpg,Downloaded,
6548,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90809-6.A-B_2.jpg&type=IMAGE,image_2784.jpg,Downloaded,
6549,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90809-7.A-B_2.jpg&type=IMAGE,image_2785.jpg,Downloaded,
6550,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90809-8.A-B_1.jpg&type=IMAGE,image_2786.jpg,Downloaded,
6551,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90809-9.A-B_2.jpg&type=IMAGE,image_2787.jpg,Downloaded,
6552,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90810-2_2.jpg&type=IMAGE,image_2788.jpg,Downloaded,
6553,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90810-3_1.jpg&type=IMAGE,image_2789.jpg,Downloaded,
6554,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90817-1.A-B_2.jpg&type=IMAGE,image_2790.jpg,Downloaded,
6555,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90817-2.A-B_2.jpg&type=IMAGE,image_2791.jpg,Downloaded,
6556,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90817-3_2.jpg&type=IMAGE,image_2792.jpg,Downloaded,
6557,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90820-10_2.jpg&type=IMAGE,image_2793.jpg,Downloaded,
6558,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90820-11_2.jpg&type=IMAGE,image_2794.jpg,Downloaded,
6559,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90820-1.A-B_1.jpg&type=IMAGE,image_2795.jpg,Downloaded,
6560,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90820-2.A-B_1.jpg&type=IMAGE,image_2796.jpg,Downloaded,
6561,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90820-3_1.jpg&type=IMAGE,image_2797.jpg,Downloaded,
6562,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90820-4.A-B_2.jpg&type=IMAGE,image_2798.jpg,Downloaded,
6563,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90820-5.A-B_2.jpg&type=IMAGE,image_2799.jpg,Downloaded,
6564,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90820-6.A-B_1.jpg&type=IMAGE,image_2800.jpg,Downloaded,
6565,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90820-7.A-B_1.jpg&type=IMAGE,image_2801.jpg,Downloaded,
6566,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90820-8.A-B_1.jpg&type=IMAGE,image_2802.jpg,Downloaded,
6567,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90820-9.A-B_2.jpg&type=IMAGE,image_2803.jpg,Downloaded,
6568,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90829-1.A-B_2.jpg&type=IMAGE,image_2804.jpg,Downloaded,
6569,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90829-2.A-B_2.jpg&type=IMAGE,image_2805.jpg,Downloaded,
6570,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90829-3.A-B_1.jpg&type=IMAGE,image_2806.jpg,Downloaded,
6571,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90829-4.A-B_2.jpg&type=IMAGE,image_2807.jpg,Downloaded,
6572,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90829-5.A-B_1.jpg&type=IMAGE,image_2808.jpg,Downloaded,
6573,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90829-6.A-B_1.jpg&type=IMAGE,image_2809.jpg,Downloaded,
6574,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90830-2.A-B_1.jpg&type=IMAGE,image_2810.jpg,Downloaded,
6575,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90831-A-B_1.jpg&type=IMAGE,image_2811.jpg,Downloaded,
6576,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90835-A-B_1.jpg&type=IMAGE,image_2812.jpg,Downloaded,
6577,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90839-1.A-B_1.jpg&type=IMAGE,image_2813.jpg,Downloaded,
6578,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90850-A-E_1.jpg&type=IMAGE,image_2814.jpg,Downloaded,
6579,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90868-A-C_1.jpg&type=IMAGE,image_2815.jpg,Downloaded,
6580,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90869-A-B_1.jpg&type=IMAGE,image_2816.jpg,Downloaded,
6581,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90873-A-B_1.jpg&type=IMAGE,image_2817.jpg,Downloaded,
6582,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90883-1.A-B_1.jpg&type=IMAGE,image_2818.jpg,Downloaded,
6583,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F90901-A-B_1.jpg&type=IMAGE,image_2819.jpg,Downloaded,
6584,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F91764-B_1.jpg&type=IMAGE,image_2820.jpg,Downloaded,
6585,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F91779_1.jpg&type=IMAGE,image_2821.jpg,Downloaded,
6586,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F91870-1_1.jpg&type=IMAGE,image_2822.jpg,Downloaded,
6587,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fmuseumrotterdam.blob.core.windows.net%2Flowres%2F91870-2.A-B_1.jpg&type=IMAGE,image_2823.jpg,Downloaded,
6588,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fbrandenburg.museum-digital.de%2Fdata%2Fbrandenburg%2Fimages%2F201209%2F07112404534.jpg&type=IMAGE,image_2824.jpg,Downloaded,
6589,,,Skipped (Invalid URL),Empty or invalid URL found.
6590,,,Skipped (Invalid URL),Empty or invalid URL found.
6591,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Ffotothek.slub-dresden.de%2Ffotos%2Fdf_hauptkatalog_0060242.jpg&type=IMAGE,image_2825.jpg,Downloaded,
6592,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Ffotothek.slub-dresden.de%2Ffotos%2Fdf_hauptkatalog_0756263.jpg&type=IMAGE,image_2826.jpg,Downloaded,
6593,,,Skipped (Invalid URL),Empty or invalid URL found.
6594,,,Skipped (Invalid URL),Empty or invalid URL found.
6595,,,Skipped (Invalid URL),Empty or invalid URL found.
6596,,,Skipped (Invalid URL),Empty or invalid URL found.
6597,,,Skipped (Invalid URL),Empty or invalid URL found.
6598,,,Skipped (Invalid URL),Empty or invalid URL found.
6599,,,Skipped (Invalid URL),Empty or invalid URL found.
6600,,,Skipped (Invalid URL),Empty or invalid URL found.
6601,,,Skipped (Invalid URL),Empty or invalid URL found.
6602,,,Skipped (Invalid URL),Empty or invalid URL found.
6603,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Ffotothek.slub-dresden.de%2Ffotos%2Fdf_hauptkatalog_0756242.jpg&type=IMAGE,image_2827.jpg,Downloaded,
6604,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Ffotothek.slub-dresden.de%2Ffotos%2Fdf_ld_0011326.jpg&type=IMAGE,image_2828.jpg,Downloaded,
6605,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Ffotothek.slub-dresden.de%2Ffotos%2Fdf_roe-neg_0006713_030.jpg&type=IMAGE,image_2829.jpg,Downloaded,
6606,,,Skipped (Invalid URL),Empty or invalid URL found.
6607,,,Skipped (Invalid URL),Empty or invalid URL found.
6608,,,Skipped (Invalid URL),Empty or invalid URL found.
6609,,,Skipped (Invalid URL),Empty or invalid URL found.
6610,,,Skipped (Invalid URL),Empty or invalid URL found.
6611,,,Skipped (Invalid URL),Empty or invalid URL found.
6612,,,Skipped (Invalid URL),Empty or invalid URL found.
6613,,,Skipped (Invalid URL),Empty or invalid URL found.
6614,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Ffotothek.slub-dresden.de%2Ffotos%2Fdf_hauptkatalog_0756241.jpg&type=IMAGE,image_2830.jpg,Downloaded,
6615,,,Skipped (Invalid URL),Empty or invalid URL found.
6616,,,Skipped (Invalid URL),Empty or invalid URL found.
6617,,,Skipped (Invalid URL),Empty or invalid URL found.
6618,,,Skipped (Invalid URL),Empty or invalid URL found.
6619,,,Skipped (Invalid URL),Empty or invalid URL found.
6620,,,Skipped (Invalid URL),Empty or invalid URL found.
6621,,,Skipped (Invalid URL),Empty or invalid URL found.
6622,,,Skipped (Invalid URL),Empty or invalid URL found.
6623,,,Skipped (Invalid URL),Empty or invalid URL found.
6624,,,Skipped (Invalid URL),Empty or invalid URL found.
6625,,,Skipped (Invalid URL),Empty or invalid URL found.
6626,,,Skipped (Invalid URL),Empty or invalid URL found.
6627,,,Skipped (Invalid URL),Empty or invalid URL found.
6628,,,Skipped (Invalid URL),Empty or invalid URL found.
6629,,,Skipped (Invalid URL),Empty or invalid URL found.
6630,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Femuseum.duesseldorf.de%2Finternal%2Fmedia%2Fdispatcher%2F39617%2F39368%2Fresize%3Aformat%3Dpreview&type=IMAGE,image_2831.jpg,Downloaded,
6631,,,Skipped (Invalid URL),Empty or invalid URL found.
6632,,,Skipped (Invalid URL),Empty or invalid URL found.
6633,,,Skipped (Invalid URL),Empty or invalid URL found.
6634,,,Skipped (Invalid URL),Empty or invalid URL found.
6635,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Femuseum.duesseldorf.de%2Finternal%2Fmedia%2Fdispatcher%2F35640%2F35433%2Fresize%3Aformat%3Dpreview&type=IMAGE,image_2832.jpg,Downloaded,
6636,,,Skipped (Invalid URL),Empty or invalid URL found.
6637,,,Skipped (Invalid URL),Empty or invalid URL found.
6638,,,Skipped (Invalid URL),Empty or invalid URL found.
6639,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fsammlung.museumderdinge.de%2Fimages%2F305263-image.jpg&type=IMAGE,image_2833.jpg,Downloaded,
6640,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fsammlung.museumderdinge.de%2Fimages%2F272164-image.jpg&type=IMAGE,image_2834.jpg,Downloaded,
6641,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fsammlung.museumderdinge.de%2Fimages%2F277936-image.jpg&type=IMAGE,image_2835.jpg,Downloaded,
6642,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fsammlung.museumderdinge.de%2Fimages%2F276591-image.jpg&type=IMAGE,image_2836.jpg,Downloaded,
6643,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fsammlung.museumderdinge.de%2Fimages%2F282186-image.jpg&type=IMAGE,image_2837.jpg,Downloaded,
6644,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fsammlung.museumderdinge.de%2Fimages%2F282188-image.jpg&type=IMAGE,image_2838.jpg,Downloaded,
6645,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fsammlung.museumderdinge.de%2Fimages%2F298715-image.jpg&type=IMAGE,image_2839.jpg,Downloaded,
6646,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fsammlung.museumderdinge.de%2Fimages%2F248378-image.jpg&type=IMAGE,image_2840.jpg,Downloaded,
6647,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fsammlung.museumderdinge.de%2Fimages%2F272436-image.jpg&type=IMAGE,image_2841.jpg,Downloaded,
6648,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fsammlung.museumderdinge.de%2Fimages%2F274215-image.jpg&type=IMAGE,image_2842.jpg,Downloaded,
6649,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fsammlung.museumderdinge.de%2Fimages%2F272286-image.jpg&type=IMAGE,image_2843.jpg,Downloaded,
6650,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fsammlung.museumderdinge.de%2Fimages%2F305457-image.jpg&type=IMAGE,image_2844.jpg,Downloaded,
6651,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fsammlung.museumderdinge.de%2Fimages%2F272332-image.jpg&type=IMAGE,image_2845.jpg,Downloaded,
